Code,Title,Season,Rating Mean,Episode Max,Rating,Rating Count,Rank
tt2149175,The Americans,2,8.36923076923077,13,8.3,"72,542",249
tt0472954,It's Always Sunny in Philadelphia,5,8.366666666666667,12,8.7,"169,562",63
tt0487831,The IT Crowd,2,8.366666666666667,6,8.5,"116,925",165
tt2049116,Gomorra: La serie,3,8.366666666666665,12,8.6,"21,903",111
tt2049116,Gomorra: La serie,2,8.366666666666665,12,8.6,"21,903",111
tt0306414,The Wire,4,8.36153846153846,13,9.3,"243,004",7
tt0863046,Flight of the Conchords,2,8.360000000000001,10,8.5,"50,663",136
tt2100976,Impractical Jokers,5,8.359259259259263,27,8.5,"27,702",175
tt4082744,Detectorists,2,8.357142857142858,7,8.5,"7,994",201
tt0412142,House M.D.,8,8.354545454545454,22,8.7,"373,151",71
tt1492966,Louie,3,8.353846153846154,13,8.5,"70,287",157
tt2149175,The Americans,1,8.353846153846153,13,8.3,"72,542",249
tt1733785,Bron/Broen,4,8.350000000000001,8,8.6,"48,756",102
tt1475582,Sherlock,4,8.35,4,9.1,"698,423",17
tt0407362,Battlestar Galactica,4,8.35,20,8.6,"140,556",83
tt5189670,Making a Murderer,1,8.35,10,8.6,"76,578",105
tt0773262,Dexter,6,8.35,12,8.6,"594,550",95
tt0290978,The Office,1,8.35,6,8.5,"86,136",171
tt2701582,Endeavour,3,8.35,4,8.5,"14,032",191
tt0106179,The X-Files,5,8.344999999999999,20,8.6,"182,182",91
tt0472027,John Adams,1,8.342857142857143,7,8.5,"24,833",149
tt0278238,Samurai Jack,3,8.338461538461539,13,8.4,"39,384",223
tt1489428,Justified,1,8.338461538461539,13,8.5,"76,628",139
tt1305826,Adventure Time,7,8.338461538461539,39,8.5,"65,279",146
tt2100976,Impractical Jokers,6,8.338461538461535,26,8.5,"27,702",175
tt0108778,Friends,9,8.337499999999997,24,8.8,"665,928",39
tt0459159,The Thick of It,2,8.333333333333334,3,8.6,"17,211",85
tt7920978,Sahsiyet,1,8.333333333333334,12,8.7,"12,972",59
tt0200276,The West Wing,7,8.331818181818182,22,8.7,"55,688",67
tt0096697,The Simpsons,4,8.331818181818182,22,8.7,"331,355",65
tt0278238,Samurai Jack,1,8.330769230769231,13,8.4,"39,384",223
tt5712554,The Grand Tour,2,8.327272727272726,11,8.6,"53,552",104
tt1494191,The Untold History of the United States,1,8.325,12,8.5,"6,797",162
tt2575988,Silicon Valley,1,8.325,8,8.5,"102,106",170
tt0306414,The Wire,1,8.323076923076922,13,9.3,"243,004",7
tt1266020,Parks and Recreation,5,8.322727272727274,22,8.6,"174,637",106
tt0121955,South Park,10,8.321428571428573,14,8.7,"298,965",70
tt3530232,Last Week Tonight with John Oliver,4,8.316666666666668,30,8.9,"66,609",28
tt2085059,Black Mirror,3,8.316666666666666,6,8.9,"309,171",32
tt4082744,Detectorists,1,8.316666666666666,6,8.5,"7,994",201
tt0387764,Peep Show,7,8.316666666666666,6,8.6,"45,477",129
tt0386676,The Office,7,8.312500000000002,24,8.8,"292,705",51
tt0306414,The Wire,5,8.309999999999999,10,9.3,"243,004",7
tt1733785,Bron/Broen,3,8.309999999999999,10,8.6,"48,756",102
tt2244495,The Eric Andre Show,2,8.309999999999999,10,8.5,"8,760",154
tt0098936,Twin Peaks,2,8.309090909090909,22,8.8,"153,103",47
tt2244495,The Eric Andre Show,1,8.309090909090909,11,8.5,"8,760",154
tt0804503,Mad Men,2,8.307692307692307,13,8.6,"179,094",116
tt1230180,The Angry Video Game Nerd,2,8.304545454545455,22,8.4,"12,993",228
tt0080306,Yes Minister,2,8.3,7,8.5,"10,587",135
tt0200276,The West Wing,3,8.299999999999999,22,8.7,"55,688",67
tt0112130,Pride and Prejudice,1,8.299999999999999,6,8.8,"67,510",37
tt1486217,Archer,7,8.290000000000001,10,8.6,"122,941",97
tt0262150,Black Books,1,8.283333333333333,6,8.5,"49,175",184
tt0387764,Peep Show,9,8.283333333333333,6,8.6,"45,477",129
tt0487831,The IT Crowd,3,8.283333333333331,6,8.5,"116,925",165
tt0472954,It's Always Sunny in Philadelphia,9,8.28,10,8.7,"169,562",63
tt1442449,Spartacus,3,8.28,10,8.5,"204,209",207
tt0096697,The Simpsons,8,8.28,25,8.7,"331,355",65
tt0149460,Futurama,1,8.277777777777779,9,8.5,"194,390",197
tt0248654,Six Feet Under,2,8.276923076923076,13,8.6,"109,974",86
tt2467372,Brooklyn Nine-Nine,6,8.275,16,8.3,"145,746",240
tt0118421,Oz,2,8.275,8,8.7,"81,050",64
tt0387199,Entourage,6,8.275,12,8.4,"151,374",233
tt0459159,The Thick of It,4,8.271428571428574,7,8.6,"17,211",85
tt0472954,It's Always Sunny in Philadelphia,1,8.271428571428574,7,8.7,"169,562",63
tt3230854,The Expanse,1,8.27,10,8.3,"68,988",239
tt2575988,Silicon Valley,4,8.27,10,8.5,"102,106",170
tt1733785,Bron/Broen,2,8.27,10,8.6,"48,756",102
tt0063929,Monty Python's Flying Circus,1,8.26923076923077,13,8.8,"59,120",36
tt1486217,Archer,6,8.269230769230768,13,8.6,"122,941",97
tt0118273,Brass Eye,1,8.266666666666667,6,8.5,"8,565",144
tt0387764,Peep Show,3,8.266666666666667,6,8.6,"45,477",129
tt1492966,Louie,2,8.261538461538462,13,8.5,"70,287",157
tt0056751,Doctor Who,13,8.261538461538462,26,8.4,"32,685",232
tt2149175,The Americans,5,8.261538461538462,13,8.3,"72,542",249
tt0056751,Doctor Who,14,8.26153846153846,26,8.4,"32,685",232
tt0278238,Samurai Jack,4,8.26153846153846,13,8.4,"39,384",223
tt5712554,The Grand Tour,1,8.26153846153846,13,8.6,"53,552",104
tt1230180,The Angry Video Game Nerd,3,8.26086956521739,23,8.4,"12,993",228
tt0080306,Yes Minister,1,8.257142857142858,7,8.5,"10,587",135
tt0187664,Spaced,1,8.257142857142856,7,8.6,"46,193",118
tt0083466,Police Squad!,1,8.250000000000002,6,8.4,"13,828",224
tt1474684,Luther,5,8.25,4,8.5,"104,721",192
tt1628033,Top Gear,22,8.25,8,8.6,"99,983",92
tt8398600,After Life,1,8.25,6,8.4,"33,902",218
tt2467372,Brooklyn Nine-Nine,4,8.249999999999998,22,8.3,"145,746",240
tt3530232,Last Week Tonight with John Oliver,2,8.248571428571426,35,8.9,"66,609",28
tt1910272,Steins;Gate,1,8.248000000000001,25,8.7,"32,166",81
tt1442449,Spartacus,1,8.246153846153845,13,8.5,"204,209",207
tt2100976,Impractical Jokers,4,8.244827586206895,29,8.5,"27,702",175
tt0149460,Futurama,5,8.24375,16,8.5,"194,390",197
tt2303687,Line of Duty,1,8.24,5,8.5,"19,206",142
tt0472954,It's Always Sunny in Philadelphia,10,8.24,10,8.7,"169,562",63
tt0200276,The West Wing,4,8.23913043478261,23,8.7,"55,688",67
tt0098833,Jeeves and Wooster,3,8.233333333333334,6,8.3,"10,948",242
tt0387764,Peep Show,2,8.233333333333333,6,8.6,"45,477",129
tt5687612,Fleabag,1,8.233333333333333,6,8.3,"17,160",243
tt1230180,The Angry Video Game Nerd,6,8.233333333333333,9,8.4,"12,993",228
tt1266020,Parks and Recreation,6,8.231818181818184,22,8.6,"174,637",106
tt0161952,Seinto Seiya,1,8.23150684931507,73,8.5,"7,711",133
tt0804503,Mad Men,1,8.23076923076923,13,8.6,"179,094",116
tt0278238,Samurai Jack,2,8.230769230769228,13,8.4,"39,384",223
tt2467372,Brooklyn Nine-Nine,2,8.230434782608695,23,8.3,"145,746",240
tt1266020,Parks and Recreation,2,8.225000000000001,24,8.6,"174,637",106
tt0075537,Mind Your Language,3,8.225,8,8.6,"5,595",123
tt0306414,The Wire,2,8.224999999999998,12,9.3,"243,004",7
tt1486217,Archer,2,8.223076923076924,13,8.6,"122,941",97
tt0386676,The Office,6,8.223076923076924,26,8.8,"292,705",51
tt1486217,Archer,3,8.223076923076922,13,8.6,"122,941",97
tt0063929,Monty Python's Flying Circus,3,8.223076923076922,13,8.8,"59,120",36
tt6025022,Justice League Unlimited,3,8.223076923076922,13,8.7,"5,242",60
tt0387764,Peep Show,5,8.216666666666667,6,8.6,"45,477",129
tt0387764,Peep Show,6,8.216666666666667,6,8.6,"45,477",129
tt1119644,Fringe,1,8.215,20,8.3,"206,035",244
tt0436992,Doctor Who,9,8.214285714285714,14,8.6,"183,130",125
tt3671754,Kardes Payi,1,8.213636363636363,22,8.3,"13,248",247
tt0096697,The Simpsons,3,8.2125,24,8.7,"331,355",65
tt0106179,The X-Files,3,8.2125,24,8.6,"182,182",91
tt1606375,Downton Abbey,4,8.211111111111112,9,8.6,"141,133",93
tt0434706,Monster,1,8.210810810810809,74,8.6,"15,876",94
tt0106179,The X-Files,4,8.208333333333334,24,8.6,"182,182",91
tt3530232,Last Week Tonight with John Oliver,3,8.203333333333335,30,8.9,"66,609",28
tt2701582,Endeavour,4,8.200000000000001,4,8.5,"14,032",191
tt0121955,South Park,4,8.200000000000001,17,8.7,"298,965",70
tt0264235,Curb Your Enthusiasm,1,8.2,10,8.7,"84,579",69
tt0092337,Dekalog,1,8.2,10,9.0,"18,180",21
tt2085059,Black Mirror,1,8.2,3,8.9,"309,171",32
tt2788432,American Crime Story,2,8.2,9,8.5,"66,511",202
tt1883092,Generation War,1,8.2,3,8.4,"21,421",212
tt1439629,Community,6,8.2,13,8.5,"173,798",206
tt1513168,Through the Wormhole,1,8.2,8,8.6,"15,632",115
tt0436992,Doctor Who,5,8.192307692307692,13,8.6,"183,130",125
tt0074028,The Muppet Show,5,8.191666666666666,24,8.4,"20,679",237
tt1733785,Bron/Broen,1,8.190000000000001,10,8.6,"48,756",102
tt0387199,Entourage,8,8.1875,8,8.4,"151,374",233
tt2467372,Brooklyn Nine-Nine,3,8.18695652173913,23,8.3,"145,746",240
tt0112159,Shin Seiki Evangerion,1,8.184615384615386,26,8.5,"36,469",137
tt4295140,Chef's Table,3,8.183333333333335,6,8.6,"10,387",131
tt0472954,It's Always Sunny in Philadelphia,11,8.18,10,8.7,"169,562",63
tt0121955,South Park,19,8.18,10,8.7,"298,965",70
tt0106028,Homicide: Life on the Street,1,8.177777777777777,9,8.5,"10,479",156
tt3398228,BoJack Horseman,3,8.175000000000002,12,8.5,"68,976",176
tt0075537,Mind Your Language,2,8.175,8,8.6,"5,595",123
tt0472954,It's Always Sunny in Philadelphia,8,8.17,10,8.7,"169,562",63
tt0103584,X-Men: The Animated Series,1,8.16923076923077,13,8.4,"33,167",211
tt1230180,The Angry Video Game Nerd,5,8.169230769230769,13,8.4,"12,993",228
tt5288312,Skam,2,8.166666666666668,12,8.6,"23,011",127
tt0397150,Garth Marenghi's Darkplace,1,8.166666666666666,6,8.4,"14,317",221
tt0086661,The Adventures of Sherlock Holmes,2,8.166666666666666,6,8.7,"17,625",76
tt0121955,South Park,14,8.164285714285713,14,8.7,"298,965",70
tt2575988,Silicon Valley,5,8.1625,8,8.5,"102,106",170
tt0472954,It's Always Sunny in Philadelphia,6,8.161538461538461,13,8.7,"169,562",63
tt0098833,Jeeves and Wooster,1,8.16,5,8.3,"10,948",242
tt0475784,Westworld,2,8.16,10,8.8,"338,619",56
tt4508902,One Punch Man,2,8.16,5,8.8,"81,313",34
tt0098904,Seinfeld,2,8.158333333333333,12,8.8,"223,002",42
tt1628033,Top Gear,21,8.157142857142857,7,8.6,"99,983",92
tt0436992,Doctor Who,6,8.157142857142857,14,8.6,"183,130",125
tt1442437,Modern Family,1,8.154166666666667,24,8.4,"310,603",236
tt0075537,Mind Your Language,4,8.153846153846155,13,8.6,"5,595",123
tt6025022,Justice League Unlimited,1,8.153846153846153,13,8.7,"5,242",60
tt2467372,Brooklyn Nine-Nine,1,8.150000000000002,22,8.3,"145,746",240
tt0086661,The Adventures of Sherlock Holmes,1,8.142857142857142,7,8.7,"17,625",76
tt0061287,The Prisoner,1,8.141176470588235,17,8.5,"11,182",190
tt2356777,True Detective,2,8.1375,8,9.0,"437,339",25
tt0387199,Entourage,1,8.1375,8,8.4,"151,374",233
tt7259746,Queer Eye,1,8.1375,8,8.3,"9,774",238
tt2306299,Vikings,1,8.133333333333333,9,8.5,"335,628",174
tt0075537,Mind Your Language,1,8.130769230769232,13,8.6,"5,595",123
tt0472954,It's Always Sunny in Philadelphia,7,8.13076923076923,13,8.7,"169,562",63
tt2100976,Impractical Jokers,7,8.125925925925927,27,8.5,"27,702",175
tt1230180,The Angry Video Game Nerd,4,8.122727272727273,22,8.4,"12,993",228
tt1526318,Borgen,2,8.120000000000001,10,8.4,"14,855",230
tt0387199,Entourage,7,8.120000000000001,10,8.4,"151,374",233
tt0200276,The West Wing,6,8.118181818181817,22,8.7,"55,688",67
tt1230180,The Angry Video Game Nerd,7,8.118181818181817,11,8.4,"12,993",228
tt0121955,South Park,13,8.114285714285716,14,8.7,"298,965",70
tt0436992,Doctor Who,3,8.114285714285714,14,8.6,"183,130",125
tt0149460,Futurama,4,8.108333333333333,12,8.5,"194,390",197
tt1486217,Archer,5,8.107692307692307,13,8.6,"122,941",97
tt0417373,The Venture Bros.,1,8.106666666666666,15,8.4,"21,798",209
tt1442437,Modern Family,2,8.104166666666666,24,8.4,"310,603",236
tt0423731,Samurai Champloo,1,8.103846153846153,26,8.5,"34,135",158
tt0262150,Black Books,3,8.1,6,8.5,"49,175",184
tt0094525,Poirot,4,8.1,3,8.5,"32,798",143
tt0487831,The IT Crowd,1,8.1,6,8.5,"116,925",165
tt0262150,Black Books,2,8.1,6,8.5,"49,175",184
tt1442449,Spartacus,2,8.099999999999998,10,8.5,"204,209",207
tt1492966,Louie,1,8.092307692307692,13,8.5,"70,287",157
tt0103584,X-Men: The Animated Series,3,8.089473684210526,19,8.4,"33,167",211
tt0421357,Fullmetal Alchemist,1,8.08627450980392,51,8.6,"54,350",117
tt4295140,Chef's Table,1,8.083333333333334,6,8.6,"10,387",131
tt0106179,The X-Files,8,8.08095238095238,21,8.6,"182,182",91
tt1442437,Modern Family,6,8.079166666666667,24,8.4,"310,603",236
tt0096697,The Simpsons,2,8.077272727272726,22,8.7,"331,355",65
tt3530232,Last Week Tonight with John Oliver,1,8.075000000000001,24,8.9,"66,609",28
tt7259746,Queer Eye,2,8.075,8,8.3,"9,774",238
tt3530232,Last Week Tonight with John Oliver,5,8.073333333333332,30,8.9,"66,609",28
tt0149460,Futurama,2,8.069999999999999,20,8.5,"194,390",197
tt0106179,The X-Files,2,8.067999999999998,25,8.6,"182,182",91
tt0149460,Futurama,3,8.066666666666666,15,8.5,"194,390",197
tt0161952,Seinto Seiya,3,8.066666666666666,15,8.5,"7,711",133
tt0111958,Father Ted,1,8.066666666666666,6,8.6,"32,737",130
tt0081834,Das Boot,1,8.066666666666666,3,8.8,"21,376",38
tt0056751,Doctor Who,7,8.064,25,8.4,"32,685",232
tt1305826,Adventure Time,6,8.06279069767442,43,8.5,"65,279",146
tt1632701,Suits,8,8.062500000000002,16,8.4,"324,466",226
tt0248654,Six Feet Under,3,8.061538461538461,13,8.6,"109,974",86
tt2098220,Hunter x Hunter,1,8.060135135135136,148,8.6,"34,051",120
tt0994314,Kôdo giasu: Hangyaku no rurûshu,1,8.06,25,8.6,"39,815",112
tt0094525,Poirot,13,8.059999999999999,5,8.5,"32,798",143
tt0056751,Doctor Who,12,8.055,20,8.4,"32,685",232
tt4295140,Chef's Table,6,8.05,4,8.6,"10,387",131
tt0280249,Dragon Ball,5,8.05,10,8.5,"46,409",164
tt0121955,South Park,1,8.05,14,8.7,"298,965",70
tt0487831,The IT Crowd,4,8.05,6,8.5,"116,925",165
tt2674806,Inside No. 9,2,8.049999999999999,6,8.4,"8,176",231
tt0074028,The Muppet Show,4,8.049999999999999,24,8.4,"20,679",237
tt0081912,Only Fools and Horses....,1,8.042857142857143,7,8.8,"40,452",40
tt0275137,Justice League,1,8.042307692307691,26,8.5,"36,303",134
tt3530232,Last Week Tonight with John Oliver,6,8.04,10,8.9,"66,609",28
tt0436992,Doctor Who,1,8.038461538461537,13,8.6,"183,130",125
tt1230180,The Angry Video Game Nerd,1,8.035294117647059,17,8.4,"12,993",228
tt0121955,South Park,3,8.035294117647057,17,8.7,"298,965",70
tt0098833,Jeeves and Wooster,4,8.033333333333333,6,8.3,"10,948",242
tt0053488,The Bugs Bunny Show,1,8.03076923076923,26,8.6,"27,778",121
tt0121955,South Park,17,8.03,10,8.7,"298,965",70
tt0094525,Poirot,9,8.025,4,8.5,"32,798",143
tt2085059,Black Mirror,2,8.024999999999999,4,8.9,"309,171",32
tt4295140,Chef's Table,4,8.024999999999999,4,8.6,"10,387",131
tt1305826,Adventure Time,5,8.023076923076925,52,8.5,"65,279",146
tt2306299,Vikings,5,8.020000000000001,20,8.5,"335,628",174
tt0106028,Homicide: Life on the Street,7,8.018181818181818,22,8.5,"10,479",156
tt0386676,The Office,1,8.016666666666667,6,8.8,"292,705",51
tt0387764,Peep Show,1,8.016666666666667,6,8.6,"45,477",129
tt0106028,Homicide: Life on the Street,3,8.014999999999997,20,8.5,"10,479",156
tt0121955,South Park,12,8.014285714285716,14,8.7,"298,965",70
tt0090509,The Return of Sherlock Holmes,1,8.014285714285714,7,8.6,"8,879",87
tt1355642,Fullmetal Alchemist: Brotherhood,1,8.009374999999999,64,9.0,"87,055",24
tt0280249,Dragon Ball,4,8.008333333333333,12,8.5,"46,409",164
tt0094517,Mystery Science Theater 3000,5,8.008333333333331,24,8.5,"21,784",150
tt1442437,Modern Family,4,8.004166666666666,24,8.4,"310,603",236
tt1442437,Modern Family,5,8.004166666666665,24,8.4,"310,603",236
tt3398228,BoJack Horseman,2,8.000000000000002,13,8.5,"68,976",176
tt1442437,Modern Family,3,8.000000000000002,24,8.4,"310,603",236
tt1526318,Borgen,1,8.0,10,8.4,"14,855",230
tt2674806,Inside No. 9,4,8.0,6,8.4,"8,176",231
tt0459159,The Thick of It,1,8.0,3,8.6,"17,211",85
tt0094517,Mystery Science Theater 3000,6,7.991666666666666,24,8.5,"21,784",150
tt0053488,The Bugs Bunny Show,2,7.988461538461537,26,8.6,"27,778",121
tt0286486,The Shield,7,7.984615384615385,13,8.6,"65,614",90
tt0248654,Six Feet Under,4,7.974999999999999,12,8.6,"109,974",86
tt1442437,Modern Family,7,7.972727272727272,22,8.4,"310,603",236
tt0200276,The West Wing,5,7.97272727272727,22,8.7,"55,688",67
tt0094517,Mystery Science Theater 3000,4,7.970833333333332,24,8.5,"21,784",150
tt0121955,South Park,18,7.970000000000001,10,8.7,"298,965",70
tt1230180,The Angry Video Game Nerd,12,7.966666666666667,9,8.4,"12,993",228
tt0386676,The Office,9,7.965217391304347,23,8.8,"292,705",51
tt0436992,Doctor Who,2,7.964285714285715,14,8.6,"183,130",125
tt1526318,Borgen,3,7.960000000000001,10,8.4,"14,855",230
tt1513168,Through the Wormhole,2,7.959999999999999,10,8.6,"15,632",115
tt0319969,Carnivàle,1,7.958333333333333,12,8.4,"40,047",222
tt1305826,Adventure Time,2,7.957692307692308,26,8.5,"65,279",146
tt1305826,Adventure Time,3,7.957692307692308,26,8.5,"65,279",146
tt5288312,Skam,1,7.954545454545456,11,8.6,"23,011",127
tt0286486,The Shield,3,7.953333333333335,15,8.6,"65,614",90
tt2571774,Africa,1,7.949999999999999,6,8.8,"11,287",35
tt0121955,South Park,2,7.949999999999999,18,8.7,"298,965",70
tt0090509,The Return of Sherlock Holmes,2,7.949999999999999,4,8.6,"8,879",87
tt0074028,The Muppet Show,2,7.945833333333334,24,8.4,"20,679",237
tt1486217,Archer,1,7.945454545454544,11,8.6,"122,941",97
tt0472954,It's Always Sunny in Philadelphia,13,7.94,10,8.7,"169,562",63
tt0458254,The Colbert Report,10,7.9376237623762345,101,8.4,"36,598",215
tt0318871,Berserk,1,7.935999999999996,25,8.5,"23,589",152
tt0074028,The Muppet Show,3,7.933333333333336,24,8.4,"20,679",237
tt0103584,X-Men: The Animated Series,2,7.93076923076923,13,8.4,"33,167",211
tt0346314,Kôkaku kidôtai: Stand Alone Complex,2,7.930769230769229,26,8.5,"16,048",199
tt0094525,Poirot,6,7.925,4,8.5,"32,798",143
tt0103584,X-Men: The Animated Series,4,7.923529411764705,17,8.4,"33,167",211
tt0458254,The Colbert Report,8,7.923178807947016,151,8.4,"36,598",215
tt0407362,Battlestar Galactica,1,7.923076923076923,13,8.6,"140,556",83
tt0118266,The New Batman Adventures,1,7.923076923076922,13,8.5,"11,805",180
tt0367279,Arrested Development,4,7.913333333333331,15,8.8,"254,511",45
tt1628033,Top Gear,20,7.900000000000001,6,8.6,"99,983",92
tt4295140,Chef's Table,5,7.9,4,8.6,"10,387",131
tt0094525,Poirot,12,7.9,4,8.5,"32,798",143
tt4156586,Permanent Roommates,2,7.9,8,8.3,"18,829",250
tt1508238,Apocalypse: La 2ème guerre mondiale,1,7.8999999999999995,6,8.8,"6,511",41
tt2674806,Inside No. 9,3,7.8999999999999995,6,8.4,"8,176",231
tt1305826,Adventure Time,4,7.896153846153846,26,8.5,"65,279",146
tt0106179,The X-Files,7,7.89090909090909,22,8.6,"182,182",91
tt0286486,The Shield,1,7.884615384615385,13,8.6,"65,614",90
tt1486217,Archer,4,7.884615384615383,13,8.6,"122,941",97
tt0237123,Coupling,4,7.883333333333333,6,8.5,"40,032",161
tt0407362,Battlestar Galactica,3,7.880000000000001,20,8.6,"140,556",83
tt1877514,The Vietnam War,1,7.88,10,9.0,"11,022",18
tt0096697,The Simpsons,9,7.876,25,8.7,"331,355",65
tt0407362,Battlestar Galactica,2,7.87,20,8.6,"140,556",83
tt0081912,Only Fools and Horses....,9,7.866666666666667,3,8.8,"40,452",40
tt0436992,Doctor Who,7,7.866666666666666,15,8.6,"183,130",125
tt0106179,The X-Files,1,7.862500000000001,24,8.6,"182,182",91
tt0182629,Rurouni Kenshin: Wandering Samurai,1,7.855555555555555,27,8.4,"15,487",208
tt2085059,Black Mirror,4,7.8500000000000005,6,8.9,"309,171",32
tt0118266,The New Batman Adventures,2,7.845454545454544,11,8.5,"11,805",180
tt0458254,The Colbert Report,1,7.843750000000003,32,8.4,"36,598",215
tt0436992,Doctor Who,8,7.841666666666668,12,8.6,"183,130",125
tt0096697,The Simpsons,1,7.838461538461538,13,8.7,"331,355",65
tt0458254,The Colbert Report,9,7.835761589403971,151,8.4,"36,598",215
tt1230180,The Angry Video Game Nerd,13,7.825,4,8.4,"12,993",228
tt0094525,Poirot,11,7.825,4,8.5,"32,798",143
tt0387764,Peep Show,8,7.816666666666666,6,8.6,"45,477",129
tt2674806,Inside No. 9,1,7.816666666666666,6,8.4,"8,176",231
tt0346314,Kôkaku kidôtai: Stand Alone Complex,1,7.815384615384617,26,8.5,"16,048",199
tt0056751,Doctor Who,10,7.815384615384615,26,8.4,"32,685",232
tt0056751,Doctor Who,5,7.8100000000000005,40,8.4,"32,685",232
tt0074028,The Muppet Show,1,7.8,24,8.4,"20,679",237
tt1795096,Behzat Ç.: Bir Ankara Polisiyesi,1,7.8,38,8.4,"23,167",213
tt0436992,Doctor Who,10,7.792307692307693,13,8.6,"183,130",125
tt3398228,BoJack Horseman,1,7.791666666666667,12,8.5,"68,976",176
tt0052520,The Twilight Zone,1,7.791666666666667,36,9.0,"60,764",19
tt0106028,Homicide: Life on the Street,4,7.79090909090909,22,8.5,"10,479",156
tt0280249,Dragon Ball,7,7.788888888888888,18,8.5,"46,409",164
tt0094525,Poirot,5,7.7875000000000005,8,8.5,"32,798",143
tt0092455,Star Trek: The Next Generation,6,7.7846153846153845,26,8.6,"86,110",103
tt0108855,The Memoirs of Sherlock Holmes,1,7.783333333333332,6,8.6,"5,883",89
tt0417349,North &amp; South,1,7.775,4,8.6,"26,925",107
tt0286486,The Shield,6,7.7727272727272725,11,8.6,"65,614",90
tt0056751,Doctor Who,26,7.764285714285717,14,8.4,"32,685",232
tt0944947,Game of Thrones,8,7.76,5,9.4,"1,477,002",3
tt0182629,Rurouni Kenshin: Wandering Samurai,3,7.75454545454545,33,8.4,"15,487",208
tt0286486,The Shield,2,7.753846153846153,13,8.6,"65,614",90
tt0280249,Dragon Ball,8,7.7523809523809515,21,8.5,"46,409",164
tt0106179,The X-Files,9,7.742105263157893,19,8.6,"182,182",91
tt0094525,Poirot,3,7.736363636363637,11,8.5,"32,798",143
tt0063929,Monty Python's Flying Circus,4,7.733333333333333,6,8.8,"59,120",36
tt1305826,Adventure Time,1,7.730769230769231,26,8.5,"65,279",146
tt1628033,Top Gear,19,7.722222222222222,9,8.6,"99,983",92
tt0163507,Whose Line Is It Anyway?,1,7.719999999999997,20,8.5,"37,185",178
tt0149460,Futurama,6,7.71923076923077,26,8.5,"194,390",197
tt1230180,The Angry Video Game Nerd,8,7.71875,16,8.4,"12,993",228
tt0052520,The Twilight Zone,2,7.717241379310345,29,9.0,"60,764",19
tt1230180,The Angry Video Game Nerd,11,7.716666666666668,12,8.4,"12,993",228
tt0280249,Dragon Ball,2,7.713333333333334,15,8.5,"46,409",164
tt1628033,Top Gear,14,7.7,7,8.6,"99,983",92
tt0121955,South Park,15,7.7,14,8.7,"298,965",70
tt1486217,Archer,8,7.687500000000001,8,8.6,"122,941",97
tt0052520,The Twilight Zone,3,7.686486486486486,37,9.0,"60,764",19
tt0092455,Star Trek: The Next Generation,5,7.676923076923079,26,8.6,"86,110",103
tt0458254,The Colbert Report,7,7.672357723577237,123,8.4,"36,598",215
tt0121955,South Park,22,7.67,10,8.7,"298,965",70
tt1628033,Top Gear,15,7.666666666666667,9,8.6,"99,983",92
tt0758745,Friday Night Lights,2,7.666666666666667,15,8.6,"50,820",126
tt1758429,Spartacus: Gods of the Arena,1,7.666666666666667,6,8.5,"114,463",189
tt0386676,The Office,8,7.666666666666665,24,8.8,"292,705",51
tt0098904,Seinfeld,1,7.659999999999999,5,8.8,"223,002",42
tt0106179,The X-Files,11,7.659999999999999,10,8.6,"182,182",91
tt0096697,The Simpsons,10,7.656521739130437,23,8.7,"331,355",65
tt0094517,Mystery Science Theater 3000,3,7.653846153846154,13,8.5,"21,784",150
tt0094525,Poirot,10,7.65,4,8.5,"32,798",143
tt1513168,Through the Wormhole,7,7.65,4,8.6,"15,632",115
tt0094525,Poirot,2,7.644444444444444,9,8.5,"32,798",143
tt0121955,South Park,20,7.639999999999999,10,8.7,"298,965",70
tt0458254,The Colbert Report,5,7.6369369369369355,111,8.4,"36,598",215
tt0458254,The Colbert Report,2,7.632298136645972,161,8.4,"36,598",215
tt0092455,Star Trek: The Next Generation,4,7.630769230769231,26,8.6,"86,110",103
tt1628033,Top Gear,13,7.628571428571428,7,8.6,"99,983",92
tt0092455,Star Trek: The Next Generation,3,7.6230769230769235,26,8.6,"86,110",103
tt1230180,The Angry Video Game Nerd,10,7.62,5,8.4,"12,993",228
tt1439629,Community,4,7.615384615384617,13,8.5,"173,798",206
tt0094517,Mystery Science Theater 3000,8,7.614285714285715,7,8.5,"21,784",150
tt0103584,X-Men: The Animated Series,5,7.614285714285714,14,8.4,"33,167",211
tt1628033,Top Gear,12,7.6125,8,8.6,"99,983",92
tt0149460,Futurama,7,7.611538461538462,26,8.5,"194,390",197
tt0388629,One Piece: Wan pîsu,1,7.610872027180073,883,8.4,"55,423",225
tt0367279,Arrested Development,5,7.60625,16,8.8,"254,511",45
tt1628033,Top Gear,18,7.6,8,8.6,"99,983",92
tt0280249,Dragon Ball,3,7.594117647058821,17,8.5,"46,409",164
tt0094517,Mystery Science Theater 3000,9,7.581818181818179,22,8.5,"21,784",150
tt0121955,South Park,16,7.578571428571427,14,8.7,"298,965",70
tt0458254,The Colbert Report,6,7.576785714285712,112,8.4,"36,598",215
tt0773262,Dexter,8,7.575,12,8.6,"594,550",95
tt1628033,Top Gear,17,7.566666666666666,6,8.6,"99,983",92
tt1628033,Top Gear,10,7.5636363636363635,11,8.6,"99,983",92
