Key,Title,Season,Rating Mean,Number of Episodes
tt7259746,Queer Eye,1,8.1375,8
tt2306299,Vikings,1,8.133333333333333,9
tt0075537,Mind Your Language,1,8.130769230769232,13
tt0472954,It's Always Sunny in Philadelphia,7,8.13076923076923,13
tt2100976,Impractical Jokers,7,8.125925925925927,27
tt1230180,The Angry Video Game Nerd,4,8.122727272727273,22
tt1526318,Borgen,2,8.120000000000001,10
tt0387199,Entourage,7,8.120000000000001,10
tt0200276,The West Wing,6,8.118181818181817,22
tt1230180,The Angry Video Game Nerd,7,8.118181818181817,11
tt0121955,South Park,13,8.114285714285716,14
tt0436992,Doctor Who,3,8.114285714285714,14
tt0149460,Futurama,4,8.108333333333333,12
tt1486217,Archer,5,8.107692307692307,13
tt0417373,The Venture Bros.,1,8.106666666666666,15
tt1442437,Modern Family,2,8.104166666666666,24
tt0423731,Samurai Champloo,1,8.103846153846153,26
tt0262150,Black Books,3,8.1,6
tt2674806,Inside No. 9,5,8.1,1
tt0094525,Poirot,4,8.1,3
tt0487831,The IT Crowd,1,8.1,6
tt0262150,Black Books,2,8.1,6
tt1442449,Spartacus,2,8.099999999999998,10
tt1492966,Louie,1,8.092307692307692,13
tt0103584,X-Men: The Animated Series,3,8.089473684210526,19
tt0421357,Fullmetal Alchemist,1,8.08627450980392,51
tt4295140,Chef's Table,1,8.083333333333334,6
tt0106179,The X-Files,8,8.08095238095238,21
tt1442437,Modern Family,6,8.079166666666667,24
tt0096697,The Simpsons,2,8.077272727272726,22
tt3530232,Last Week Tonight with John Oliver,1,8.075000000000001,24
tt7259746,Queer Eye,2,8.075,8
tt3530232,Last Week Tonight with John Oliver,5,8.073333333333332,30
tt0149460,Futurama,2,8.069999999999999,20
tt0106179,The X-Files,2,8.067999999999998,25
tt0149460,Futurama,3,8.066666666666666,15
tt0161952,Seinto Seiya,3,8.066666666666666,15
tt0111958,Father Ted,1,8.066666666666666,6
tt0081834,Das Boot,1,8.066666666666666,3
tt0056751,Doctor Who,7,8.064,25
tt1305826,Adventure Time,6,8.06279069767442,43
tt1632701,Suits,8,8.062500000000002,16
tt0248654,Six Feet Under,3,8.061538461538461,13
tt2098220,Hunter x Hunter,1,8.060135135135136,148
tt0994314,Kôdo giasu: Hangyaku no rurûshu,1,8.06,25
tt0094525,Poirot,13,8.059999999999999,5
tt0056751,Doctor Who,12,8.055,20
tt4295140,Chef's Table,6,8.05,4
tt0280249,Dragon Ball,5,8.05,10
tt0121955,South Park,1,8.05,14
tt0487831,The IT Crowd,4,8.05,6
tt2674806,Inside No. 9,2,8.049999999999999,6
tt0074028,The Muppet Show,4,8.049999999999999,24
tt0081912,Only Fools and Horses....,1,8.042857142857143,7
tt0275137,Justice League,1,8.042307692307691,26
tt3530232,Last Week Tonight with John Oliver,6,8.04,10
tt0436992,Doctor Who,1,8.038461538461537,13
tt1230180,The Angry Video Game Nerd,1,8.035294117647059,17
tt0121955,South Park,3,8.035294117647057,17
tt0098833,Jeeves and Wooster,4,8.033333333333333,6
tt0053488,The Bugs Bunny Show,1,8.03076923076923,26
tt0121955,South Park,17,8.03,10
tt0094525,Poirot,9,8.025,4
tt2085059,Black Mirror,2,8.024999999999999,4
tt4295140,Chef's Table,4,8.024999999999999,4
tt1305826,Adventure Time,5,8.023076923076925,52
tt2306299,Vikings,5,8.020000000000001,20
tt0106028,Homicide: Life on the Street,7,8.018181818181818,22
tt0386676,The Office,1,8.016666666666667,6
tt0387764,Peep Show,1,8.016666666666667,6
tt0106028,Homicide: Life on the Street,3,8.014999999999997,20
tt0121955,South Park,12,8.014285714285716,14
tt0090509,The Return of Sherlock Holmes,1,8.014285714285714,7
tt1355642,Fullmetal Alchemist: Brotherhood,1,8.009374999999999,64
tt0280249,Dragon Ball,4,8.008333333333333,12
tt0094517,Mystery Science Theater 3000,5,8.008333333333331,24
tt1442437,Modern Family,4,8.004166666666666,24
tt1442437,Modern Family,5,8.004166666666665,24
tt3398228,BoJack Horseman,2,8.000000000000002,13
tt1442437,Modern Family,3,8.000000000000002,24
tt0458254,The Colbert Report,11,8.0,2
tt1526318,Borgen,1,8.0,10
tt2674806,Inside No. 9,4,8.0,6
tt0459159,The Thick of It,1,8.0,3
tt0094517,Mystery Science Theater 3000,6,7.991666666666666,24
tt0053488,The Bugs Bunny Show,2,7.988461538461537,26
tt0286486,The Shield,7,7.984615384615385,13
tt0248654,Six Feet Under,4,7.974999999999999,12
tt1442437,Modern Family,7,7.972727272727272,22
tt0200276,The West Wing,5,7.97272727272727,22
tt0094517,Mystery Science Theater 3000,4,7.970833333333332,24
tt0121955,South Park,18,7.970000000000001,10
tt1230180,The Angry Video Game Nerd,12,7.966666666666667,9
tt0386676,The Office,9,7.965217391304347,23
tt0436992,Doctor Who,2,7.964285714285715,14
tt1526318,Borgen,3,7.960000000000001,10
tt1513168,Through the Wormhole,2,7.959999999999999,10
tt0319969,Carnivàle,1,7.958333333333333,12
tt1305826,Adventure Time,2,7.957692307692308,26
tt1305826,Adventure Time,3,7.957692307692308,26
tt5288312,Skam,1,7.954545454545456,11
tt0286486,The Shield,3,7.953333333333335,15
tt2571774,Africa,1,7.949999999999999,6
tt0121955,South Park,2,7.949999999999999,18
tt0090509,The Return of Sherlock Holmes,2,7.949999999999999,4
tt0074028,The Muppet Show,2,7.945833333333334,24
tt1486217,Archer,1,7.945454545454544,11
tt0472954,It's Always Sunny in Philadelphia,13,7.94,10
tt0458254,The Colbert Report,10,7.9376237623762345,101
tt0318871,Berserk,1,7.935999999999996,25
tt0074028,The Muppet Show,3,7.933333333333336,24
tt0103584,X-Men: The Animated Series,2,7.93076923076923,13
tt0346314,Kôkaku kidôtai: Stand Alone Complex,2,7.930769230769229,26
tt0094525,Poirot,6,7.925,4
tt0103584,X-Men: The Animated Series,4,7.923529411764705,17
tt0458254,The Colbert Report,8,7.923178807947016,151
tt0407362,Battlestar Galactica,1,7.923076923076923,13
tt0118266,The New Batman Adventures,1,7.923076923076922,13
tt0367279,Arrested Development,4,7.913333333333331,15
tt1628033,Top Gear,20,7.900000000000001,6
tt4295140,Chef's Table,5,7.9,4
tt0094525,Poirot,12,7.9,4
tt4156586,Permanent Roommates,2,7.9,8
tt1508238,Apocalypse: La 2ème guerre mondiale,1,7.8999999999999995,6
tt2674806,Inside No. 9,3,7.8999999999999995,6
tt1305826,Adventure Time,4,7.896153846153846,26
tt0106179,The X-Files,7,7.89090909090909,22
tt0286486,The Shield,1,7.884615384615385,13
tt1486217,Archer,4,7.884615384615383,13
tt0237123,Coupling,4,7.883333333333333,6
tt0407362,Battlestar Galactica,3,7.880000000000001,20
tt1877514,The Vietnam War,1,7.88,10
tt0096697,The Simpsons,9,7.876,25
tt0407362,Battlestar Galactica,2,7.87,20
tt0081912,Only Fools and Horses....,9,7.866666666666667,3
tt0436992,Doctor Who,7,7.866666666666666,15
tt0106179,The X-Files,1,7.862500000000001,24
tt0182629,Rurouni Kenshin: Wandering Samurai,1,7.855555555555555,27
tt2085059,Black Mirror,4,7.8500000000000005,6
tt0118266,The New Batman Adventures,2,7.845454545454544,11
tt0458254,The Colbert Report,1,7.843750000000003,32
tt0436992,Doctor Who,8,7.841666666666668,12
tt0096697,The Simpsons,1,7.838461538461538,13
tt0458254,The Colbert Report,9,7.835761589403971,151
tt1230180,The Angry Video Game Nerd,13,7.825,4
tt0094525,Poirot,11,7.825,4
tt0387764,Peep Show,8,7.816666666666666,6
tt2674806,Inside No. 9,1,7.816666666666666,6
tt0346314,Kôkaku kidôtai: Stand Alone Complex,1,7.815384615384617,26
tt0056751,Doctor Who,10,7.815384615384615,26
tt0056751,Doctor Who,5,7.8100000000000005,40
tt0074028,The Muppet Show,1,7.8,24
tt1795096,Behzat Ç.: Bir Ankara Polisiyesi,1,7.8,38
tt0436992,Doctor Who,10,7.792307692307693,13
tt3398228,BoJack Horseman,1,7.791666666666667,12
tt0052520,The Twilight Zone,1,7.791666666666667,36
tt0106028,Homicide: Life on the Street,4,7.79090909090909,22
tt0280249,Dragon Ball,7,7.788888888888888,18
tt0094525,Poirot,5,7.7875000000000005,8
tt0092455,Star Trek: The Next Generation,6,7.7846153846153845,26
tt0108855,The Memoirs of Sherlock Holmes,1,7.783333333333332,6
tt0417349,North &amp; South,1,7.775,4
tt0286486,The Shield,6,7.7727272727272725,11
tt0056751,Doctor Who,26,7.764285714285717,14
tt0944947,Game of Thrones,8,7.76,5
tt0182629,Rurouni Kenshin: Wandering Samurai,3,7.75454545454545,33
tt0286486,The Shield,2,7.753846153846153,13
tt0280249,Dragon Ball,8,7.7523809523809515,21
tt0106179,The X-Files,9,7.742105263157893,19
tt0094525,Poirot,3,7.736363636363637,11
tt0063929,Monty Python's Flying Circus,4,7.733333333333333,6
tt1305826,Adventure Time,1,7.730769230769231,26
tt1628033,Top Gear,19,7.722222222222222,9
tt0163507,Whose Line Is It Anyway?,1,7.719999999999997,20
tt0149460,Futurama,6,7.71923076923077,26
tt1230180,The Angry Video Game Nerd,8,7.71875,16
tt0052520,The Twilight Zone,2,7.717241379310345,29
tt1230180,The Angry Video Game Nerd,11,7.716666666666668,12
tt0280249,Dragon Ball,2,7.713333333333334,15
tt0094525,Poirot,7,7.7,2
tt0094525,Poirot,8,7.7,2
tt1628033,Top Gear,14,7.7,7
tt0121955,South Park,15,7.7,14
tt1486217,Archer,8,7.687500000000001,8
tt0052520,The Twilight Zone,3,7.686486486486486,37
tt0092455,Star Trek: The Next Generation,5,7.676923076923079,26
tt0458254,The Colbert Report,7,7.672357723577237,123
tt0121955,South Park,22,7.67,10
tt1628033,Top Gear,15,7.666666666666667,9
tt0758745,Friday Night Lights,2,7.666666666666667,15
tt1758429,Spartacus: Gods of the Arena,1,7.666666666666667,6
tt0386676,The Office,8,7.666666666666665,24
tt0098904,Seinfeld,1,7.659999999999999,5
tt0106179,The X-Files,11,7.659999999999999,10
tt0096697,The Simpsons,10,7.656521739130437,23
tt0094517,Mystery Science Theater 3000,3,7.653846153846154,13
tt0094525,Poirot,10,7.65,4
tt1513168,Through the Wormhole,7,7.65,4
tt0094525,Poirot,2,7.644444444444444,9
tt0121955,South Park,20,7.639999999999999,10
tt0458254,The Colbert Report,5,7.6369369369369355,111
tt0458254,The Colbert Report,2,7.632298136645972,161
tt0092455,Star Trek: The Next Generation,4,7.630769230769231,26
tt1628033,Top Gear,13,7.628571428571428,7
tt0092455,Star Trek: The Next Generation,3,7.6230769230769235,26
tt1230180,The Angry Video Game Nerd,10,7.62,5
tt1439629,Community,4,7.615384615384617,13
tt0094517,Mystery Science Theater 3000,8,7.614285714285715,7
tt0103584,X-Men: The Animated Series,5,7.614285714285714,14
tt1628033,Top Gear,12,7.6125,8
tt0149460,Futurama,7,7.611538461538462,26
tt0388629,One Piece: Wan pîsu,1,7.610872027180073,883
tt0367279,Arrested Development,5,7.60625,16
tt1628033,Top Gear,18,7.6,8
tt0280249,Dragon Ball,3,7.594117647058821,17
tt0094517,Mystery Science Theater 3000,9,7.581818181818179,22
tt0121955,South Park,16,7.578571428571427,14
tt0458254,The Colbert Report,6,7.576785714285712,112
tt0773262,Dexter,8,7.575,12
tt1628033,Top Gear,17,7.566666666666666,6
tt1628033,Top Gear,10,7.5636363636363635,11
tt1628033,Top Gear,9,7.562500000000001,8
tt0280249,Dragon Ball,6,7.549999999999999,16
tt0052520,The Twilight Zone,5,7.544444444444443,36
tt0052520,The Twilight Zone,4,7.53888888888889,18
tt0056751,Doctor Who,4,7.5279069767441875,43
tt0286486,The Shield,5,7.5181818181818185,11
tt0106179,The X-Files,10,7.516666666666667,6
tt0094517,Mystery Science Theater 3000,10,7.515384615384615,13
tt0163507,Whose Line Is It Anyway?,2,7.512820512820511,39
tt6077448,Sacred Games,1,7.512499999999999,8
tt0056751,Doctor Who,8,7.5079999999999965,25
tt1628033,Top Gear,16,7.5,9
tt0380136,QI,1,7.5,13
tt0047708,Alfred Hitchcock Presents,6,7.486842105263157,38
tt0380136,QI,2,7.483333333333333,12
tt0106028,Homicide: Life on the Street,5,7.4818181818181815,22
tt0094517,Mystery Science Theater 3000,7,7.470833333333332,24
tt0280249,Dragon Ball,1,7.469230769230768,13
tt1795096,Behzat Ç.: Bir Ankara Polisiyesi,3,7.466666666666665,27
tt1442437,Modern Family,8,7.45909090909091,22
tt0047708,Alfred Hitchcock Presents,4,7.455555555555557,36
tt0047708,Alfred Hitchcock Presents,7,7.4538461538461505,39
tt0047708,Alfred Hitchcock Presents,5,7.447368421052632,38
tt0163507,Whose Line Is It Anyway?,8,7.442857142857142,21
tt0047708,Alfred Hitchcock Presents,3,7.44102564102564,39
tt0056751,Doctor Who,11,7.4384615384615405,26
tt0056751,Doctor Who,16,7.438461538461534,26
tt0115147,The Daily Show,19,7.438364779874214,159
tt0096697,The Simpsons,12,7.438095238095237,21
tt1513168,Through the Wormhole,4,7.43,10
tt0094525,Poirot,1,7.43,10
tt0056751,Doctor Who,25,7.42857142857143,14
tt0115147,The Daily Show,20,7.4281690140845065,142
tt9561862,"Love, Death &amp; Robots",1,7.427777777777779,18
tt1486217,Archer,9,7.425000000000001,8
tt1513168,Through the Wormhole,8,7.425,4
tt0094517,Mystery Science Theater 3000,11,7.423076923076923,13
tt3671754,Kardes Payi,2,7.415384615384615,13
tt0056751,Doctor Who,15,7.403846153846154,26
tt0380136,QI,6,7.3999999999999995,12
tt0056751,Doctor Who,3,7.391111111111113,45
tt0280249,Dragon Ball,9,7.383870967741933,31
tt1442437,Modern Family,10,7.381818181818182,22
tt0056751,Doctor Who,6,7.3772727272727305,44
tt1266020,Parks and Recreation,1,7.366666666666667,6
tt1628033,Top Gear,11,7.3500000000000005,6
tt0056751,Doctor Who,18,7.34642857142857,28
tt0795176,Planet Earth,1,7.345454545454545,11
tt0115147,The Daily Show,17,7.336305732484081,157
tt0056751,Doctor Who,2,7.333333333333333,39
tt0163507,Whose Line Is It Anyway?,5,7.3323529411764685,34
tt0056751,Doctor Who,17,7.329999999999998,20
tt1628033,Top Gear,7,7.328571428571429,7
tt0056751,Doctor Who,19,7.326923076923078,26
tt0380136,QI,3,7.324999999999999,12
tt0056751,Doctor Who,9,7.323076923076925,26
tt1442437,Modern Family,9,7.3136363636363635,22
tt0096697,The Simpsons,11,7.313636363636363,22
tt0121955,South Park,21,7.3,10
tt0380136,QI,5,7.299999999999999,13
tt0088509,Dragon Ball,1,7.295424836601304,153
tt0380136,QI,7,7.294444444444445,18
tt1513168,Through the Wormhole,5,7.290000000000002,10
tt0092455,Star Trek: The Next Generation,7,7.275999999999999,25
tt1513168,Through the Wormhole,3,7.2700000000000005,10
tt0213338,Cowboy Bebop,1,7.26923076923077,26
tt0115147,The Daily Show,4,7.268944099378898,161
tt0047708,Alfred Hitchcock Presents,2,7.256410256410255,39
tt1628033,Top Gear,8,7.250000000000001,8
tt0163507,Whose Line Is It Anyway?,7,7.248000000000002,25
tt0056751,Doctor Who,1,7.241860465116284,43
tt0115147,The Daily Show,5,7.241772151898744,158
tt0056751,Doctor Who,20,7.234782608695651,23
tt1513168,Through the Wormhole,6,7.233333333333333,6
tt0163507,Whose Line Is It Anyway?,3,7.2325,40
tt1795096,Behzat Ç.: Bir Ankara Polisiyesi,2,7.232258064516127,31
tt0047708,Alfred Hitchcock Presents,1,7.230769230769231,39
tt0458254,The Colbert Report,3,7.225362318840588,138
tt0380136,QI,4,7.223076923076922,13
tt1628033,Top Gear,5,7.222222222222222,9
tt0163507,Whose Line Is It Anyway?,4,7.216129032258066,31
tt0458254,The Colbert Report,4,7.20314465408806,159
tt0115147,The Daily Show,6,7.194936708860772,158
tt0062588,Mister Rogers' Neighborhood,1,7.186363636363637,44
tt0115147,The Daily Show,16,7.183870967741943,124
tt1628033,Top Gear,4,7.18,10
tt0380136,QI,16,7.172222222222223,18
tt1628033,Top Gear,3,7.166666666666667,9
tt0380136,QI,12,7.166666666666665,18
tt6769208,Blue Planet II,1,7.162499999999999,8
tt0115147,The Daily Show,7,7.152597402597405,154
tt0096697,The Simpsons,14,7.150000000000002,22
tt0096697,The Simpsons,13,7.149999999999998,22
tt1628033,Top Gear,6,7.145454545454545,11
tt1628033,Top Gear,2,7.140000000000001,10
tt0056751,Doctor Who,21,7.129166666666667,24
tt0096697,The Simpsons,15,7.10909090909091,22
tt0056751,Doctor Who,22,7.107692307692307,13
tt0115147,The Daily Show,18,7.106329113924055,158
tt0380136,QI,9,7.105555555555554,18
tt0214341,Dragon Ball Z,2,7.1037037037037045,27
tt0214341,Dragon Ball Z,3,7.1000000000000005,7
tt5491994,Planet Earth II,1,7.1000000000000005,6
tt0094517,Mystery Science Theater 3000,2,7.1,13
tt0056751,Doctor Who,23,7.092857142857146,14
tt0115147,The Daily Show,14,7.083850931677024,161
tt0758745,Friday Night Lights,1,7.059090909090907,22
tt0214341,Dragon Ball Z,7,7.057142857142857,14
tt1230180,The Angry Video Game Nerd,9,7.049999999999999,30
tt0380136,QI,13,7.044444444444445,18
tt0877057,Death Note,1,7.032432432432432,37
tt0286486,The Shield,4,6.9923076923076914,13
tt0096697,The Simpsons,18,6.986363636363637,22
tt0163507,Whose Line Is It Anyway?,6,6.970000000000001,10
tt0380136,QI,8,6.96875,16
tt0096697,The Simpsons,19,6.964999999999999,20
tt0096697,The Simpsons,17,6.963636363636365,22
tt0096697,The Simpsons,16,6.957142857142858,21
tt0092455,Star Trek: The Next Generation,2,6.954545454545453,22
tt0096697,The Simpsons,20,6.9523809523809526,21
tt0380136,QI,14,6.9333333333333345,18
tt0094517,Mystery Science Theater 3000,1,6.922727272727273,22
tt0380136,QI,11,6.905555555555556,18
tt1628033,Top Gear,1,6.899999999999999,10
tt0103359,Batman: The Animated Series,1,6.891666666666669,60
tt0214341,Dragon Ball Z,8,6.86153846153846,13
tt0115147,The Daily Show,13,6.860000000000004,160
tt0096697,The Simpsons,27,6.8590909090909085,22
tt0096697,The Simpsons,29,6.857142857142857,21
tt0096697,The Simpsons,21,6.856521739130437,23
tt0380136,QI,15,6.855555555555557,18
tt0120570,From the Earth to the Moon,1,6.841666666666668,12
tt0096697,The Simpsons,25,6.840909090909091,22
tt0092455,Star Trek: The Next Generation,1,6.839999999999999,25
tt0115147,The Daily Show,10,6.833333333333333,159
tt0121220,Dragon Ball Z: Doragon bôru zetto,1,6.832499999999994,160
tt0115147,The Daily Show,22,6.815950920245399,163
tt0353049,Chappelle's Show,2,6.812499999999999,16
tt0380136,QI,10,6.811111111111112,18
tt0096697,The Simpsons,23,6.809090909090909,22
tt6205862,Inside Look: The People v. O.J. Simpson - American Crime Story,1,6.8,2
tt0403778,Long Way Round,1,6.785714285714286,7
tt0214341,Dragon Ball Z,13,6.7749999999999995,12
tt0115147,The Daily Show,15,6.773913043478259,161
tt0115147,The Daily Show,8,6.766451612903226,155
tt0353049,Chappelle's Show,1,6.764285714285713,14
tt0096697,The Simpsons,24,6.750000000000003,22
tt0096697,The Simpsons,22,6.749999999999999,22
tt0096697,The Simpsons,26,6.7318181818181815,22
tt0214341,Dragon Ball Z,4,6.728125000000001,32
tt0096697,The Simpsons,28,6.714285714285715,21
tt0115147,The Daily Show,21,6.698136645962735,161
tt0103359,Batman: The Animated Series,2,6.67,10
tt0214341,Dragon Ball Z,6,6.6625000000000005,8
tt0214341,Dragon Ball Z,1,6.638461538461541,26
tt0115147,The Daily Show,12,6.607246376811592,138
tt0103359,Batman: The Animated Series,3,6.529999999999999,10
tt0214341,Dragon Ball Z,12,6.469999999999999,10
tt0115147,The Daily Show,9,6.441333333333332,75
tt0115147,The Daily Show,3,6.4070063694267505,157
tt0353049,Chappelle's Show,3,6.366666666666667,3
tt0115147,The Daily Show,11,6.363975155279504,161
tt0096697,The Simpsons,30,6.363636363636363,22
tt0214341,Dragon Ball Z,5,6.3599999999999985,10
tt0436992,Doctor Who,11,6.333333333333333,12
tt0214341,Dragon Ball Z,14,6.331818181818182,22
tt0103359,Batman: The Animated Series,4,6.14,5
tt1628033,Top Gear,25,6.099999999999999,6
tt0214341,Dragon Ball Z,11,6.093333333333334,15
tt0296310,The Blue Planet,1,6.090000000000001,10
tt0214341,Dragon Ball Z,9,6.046153846153847,13
tt0158417,Mahabharat,1,5.979245283018869,53
tt0056751,Doctor Who,24,5.8428571428571425,14
tt0115147,The Daily Show,23,5.803184713375795,157
tt0214341,Dragon Ball Z,16,5.793749999999998,16
tt0121220,Dragon Ball Z: Doragon bôru zetto,2,5.723913043478259,92
tt0121220,Dragon Ball Z: Doragon bôru zetto,4,5.723913043478259,92
tt1628033,Top Gear,26,5.72,5
tt1628033,Top Gear,24,5.585714285714287,7
tt0115147,The Daily Show,24,5.546534653465347,101
tt2092588,Frozen Planet,1,5.466666666666667,9
tt0214341,Dragon Ball Z,10,5.431034482758624,29
tt0115147,The Daily Show,2,5.387820512820517,156
tt0121220,Dragon Ball Z: Doragon bôru zetto,3,5.297435897435899,39
tt0214341,Dragon Ball Z,15,5.281818181818182,22
tt0115147,The Daily Show,1,5.145512820512818,156
tt1856010,House of Cards,6,4.2,8
tt1628033,Top Gear,23,2.2166666666666663,6
